fetched_at,sp500,sp500_chg_pct,sp500_time,dow,dow_time,nasdaq,nasdaq_chg_pct,nasdaq_time,nikkei,nikkei_chg_pct,nikkei_time,hang_seng,hang_seng_chg_pct,hang_seng_time,ftse,ftse_chg_pct,ftse_time,crude_brent,crude_brent_chg_pct,crude_brent_time,usd_inr,usd_inr_chg_pct,usd_inr_time,us_vix,us_vix_chg_pct,us_vix_time,nifty_spot,nifty_spot_chg_pct,nifty_spot_time,dxy,dxy_chg_pct,dxy_time,us_10y_yield,us_10y_yield_chg_pct,us_10y_yield_time
2026-07-13 20:46:08 IST,7545.6499,0.003,2026-07-13 11:16:00-04:00,,,26045.4512,0.002,2026-07-13 11:16:00-04:00,67132.8672,0.0,2026-07-13 02:29:00-04:00,24213.7207,0.065,2026-07-13 04:09:00-04:00,10503.9102,0.009,2026-07-13 11:01:00-04:00,79.41,-0.013,2026-07-13 11:06:00-04:00,95.61,0.0,2026-07-13 11:12:00-04:00,16.15,-0.062,2026-07-13 11:01:00-04:00,24208.5996,0.012,2026-07-13 05:59:00-04:00,101.116,-0.002,2026-07-13 11:06:00-04:00,4.595,0.0,2026-07-13 11:01:00-04:00
