contract,expiryDate,optionType,strikePrice,lastPrice,change,pChange,openPrice,highPrice,lowPrice,closePrice,volume,totalTurnover,value,premiumTurnOver,underlyingValue,openInterest,noOfTrades,datetime
NIFTY 25-Jun-2030,25-Jun-2030,Put,21000,220.0,0.0,0.0,0.0,0.0,0.0,220.0,0,0.0,0.0,0.0,24104.45,1.0,0,2026-06-22 09:01:23.495811+05:30
NIFTY 25-Jun-2030,25-Jun-2030,Put,21000,220.0,0.0,0.0,0.0,0.0,0.0,220.0,0,0.0,0.0,0.0,24110.05,1.0,0,2026-06-22 09:06:05.037359+05:30
NIFTY 25-Jun-2030,25-Jun-2030,Put,21000,220.0,0.0,0.0,0.0,0.0,0.0,220.0,0,0.0,0.0,0.0,24106.6,1.0,0,2026-06-22 09:11:13.173069+05:30
NIFTY 25-Jun-2030,25-Jun-2030,Put,21000,220.0,0.0,0.0,0.0,0.0,0.0,220.0,0,0.0,0.0,0.0,24107.6,1.0,0,2026-06-23 09:01:30.587510+05:30
NIFTY 25-Jun-2030,25-Jun-2030,Put,21000,220.0,0.0,0.0,0.0,0.0,0.0,220.0,0,0.0,0.0,0.0,24058.85,1.0,0,2026-06-23 09:06:03.388776+05:30
NIFTY 25-Jun-2030,25-Jun-2030,Put,21000,220.0,0.0,0.0,0.0,0.0,0.0,220.0,0,0.0,0.0,0.0,24071.3,1.0,0,2026-06-23 09:11:14.262191+05:30
NIFTY 25-Jun-2030,25-Jun-2030,Put,21000,220.0,0.0,0.0,0.0,0.0,0.0,220.0,0,0.0,0.0,0.0,23894.65,1.0,0,2026-06-24 09:01:17.825961+05:30
NIFTY 25-Jun-2030,25-Jun-2030,Put,21000,220.0,0.0,0.0,0.0,0.0,0.0,220.0,0,0.0,0.0,0.0,23778.6,1.0,0,2026-06-24 09:06:02.660085+05:30
NIFTY 25-Jun-2030,25-Jun-2030,Put,21000,220.0,0.0,0.0,0.0,0.0,0.0,220.0,0,0.0,0.0,0.0,23795.8,1.0,0,2026-06-24 09:11:10.649178+05:30
NIFTY 25-Jun-2030,25-Jun-2030,Put,21000,220.0,0.0,0.0,0.0,0.0,0.0,220.0,0,0.0,0.0,0.0,24133.6,1.0,0,2026-06-25 09:01:23.734783+05:30
NIFTY 25-Jun-2030,25-Jun-2030,Put,21000,220.0,0.0,0.0,0.0,0.0,0.0,220.0,0,0.0,0.0,0.0,24135.05,1.0,0,2026-06-25 09:06:09.497775+05:30
NIFTY 25-Jun-2030,25-Jun-2030,Put,21000,220.0,0.0,0.0,0.0,0.0,0.0,220.0,0,0.0,0.0,0.0,24125.85,1.0,0,2026-06-25 09:11:05.279120+05:30
NIFTY 25-Jun-2030,25-Jun-2030,Put,21000,220.0,0.0,0.0,0.0,0.0,0.0,220.0,0,0.0,0.0,0.0,24056,1.0,0,2026-06-26 09:01:38.100334+05:30
NIFTY 25-Jun-2030,25-Jun-2030,Put,21000,220.0,0.0,0.0,0.0,0.0,0.0,220.0,0,0.0,0.0,0.0,24056,1.0,0,2026-06-26 09:05:58.365493+05:30
NIFTY 25-Jun-2030,25-Jun-2030,Put,21000,220.0,0.0,0.0,0.0,0.0,0.0,220.0,0,0.0,0.0,0.0,24056,1.0,0,2026-06-26 09:11:14.664604+05:30
NIFTY 25-Jun-2030,25-Jun-2030,Put,21000,220.0,0.0,0.0,0.0,0.0,0.0,220.0,0,0.0,0.0,0.0,24056,1.0,0,2026-06-26 09:16:12.203174+05:30
NIFTY 25-Jun-2030,25-Jun-2030,Put,21000,220.0,0.0,0.0,0.0,0.0,0.0,220.0,0,0.0,0.0,0.0,24056,1.0,0,2026-06-26 09:21:20.818177+05:30
NIFTY 25-Jun-2030,25-Jun-2030,Put,21000,220.0,0.0,0.0,0.0,0.0,0.0,220.0,0,0.0,0.0,0.0,24056,1.0,0,2026-06-26 09:25:59.639912+05:30
NIFTY 25-Jun-2030,25-Jun-2030,Put,21000,220.0,0.0,0.0,0.0,0.0,0.0,220.0,0,0.0,0.0,0.0,24056,1.0,0,2026-06-26 09:31:38.595540+05:30
NIFTY 25-Jun-2030,25-Jun-2030,Put,21000,220.0,0.0,0.0,0.0,0.0,0.0,220.0,0,0.0,0.0,0.0,24056,1.0,0,2026-06-26 09:36:05.796041+05:30
NIFTY 25-Jun-2030,25-Jun-2030,Put,21000,220.0,0.0,0.0,0.0,0.0,0.0,220.0,0,0.0,0.0,0.0,24056,1.0,0,2026-06-26 09:41:24.306535+05:30
NIFTY 25-Jun-2030,25-Jun-2030,Put,21000,220.0,0.0,0.0,0.0,0.0,0.0,220.0,0,0.0,0.0,0.0,24056,1.0,0,2026-06-26 09:46:07.761860+05:30
NIFTY 25-Jun-2030,25-Jun-2030,Put,21000,220.0,0.0,0.0,0.0,0.0,0.0,220.0,0,0.0,0.0,0.0,24056,1.0,0,2026-06-26 09:51:10.192751+05:30
NIFTY 25-Jun-2030,25-Jun-2030,Put,21000,220.0,0.0,0.0,0.0,0.0,0.0,220.0,0,0.0,0.0,0.0,24056,1.0,0,2026-06-26 09:56:00.009476+05:30
NIFTY 25-Jun-2030,25-Jun-2030,Put,21000,220.0,0.0,0.0,0.0,0.0,0.0,220.0,0,0.0,0.0,0.0,24056,1.0,0,2026-06-26 10:01:30.809736+05:30
NIFTY 25-Jun-2030,25-Jun-2030,Put,21000,220.0,0.0,0.0,0.0,0.0,0.0,220.0,0,0.0,0.0,0.0,24056,1.0,0,2026-06-26 10:06:03.545780+05:30
NIFTY 25-Jun-2030,25-Jun-2030,Put,21000,220.0,0.0,0.0,0.0,0.0,0.0,220.0,0,0.0,0.0,0.0,24056,1.0,0,2026-06-26 10:11:14.416126+05:30
